model,cost_ratio_fn_fp,threshold_mean,sensitivity_mean,specificity_mean,precision_mean,referral_rate_mean,false_negatives_mean,false_positives_mean,true_negatives_mean,true_positives_mean,threshold_std,sensitivity_std,specificity_std,precision_std,referral_rate_std,false_negatives_std,false_positives_std,true_negatives_std,true_positives_std
classical_gmm,10:1,0.0909090909090909,0.9033308445329351,0.5467908042957467,0.20631224286595398,0.5050161638309789,20.333333333333332,741.6666666666666,896.0,193.66666666666666,0.0,0.021433345995365557,0.032894954886634645,0.009993120928878956,0.03624762727041874,3.2998316455372216,46.226495528959234,62.65780079128216,24.30820620467271
classical_gmm,1:1,0.5,0.014892428516121894,0.994908590993861,0.24285714285714285,0.006143328287104004,211.0,8.333333333333334,1629.3333333333333,3.0,0.0,0.01137659603247948,0.0024602806489031387,0.07095078297976828,0.0033670991367003083,24.26245384677046,4.0276819911981905,19.15434386474485,2.160246899469287
classical_gmm,20:1,0.047619047619047616,0.9639898235717052,0.4116608402407948,0.17616527350927372,0.6311455635774813,7.666666666666667,962.6666666666666,675.0,206.33333333333334,0.0,0.010297955208374173,0.05246904634016475,0.00426984587949174,0.05070418795724607,2.0548046676563256,76.11103000806708,91.98188227399277,22.395436042987768
classical_gmm,5:1,0.16666666666666666,0.6381364415684972,0.7859231730674155,0.2815101186651277,0.26254844026151575,79.0,350.6666666666667,1287.0,135.0,0.0,0.07759007218825761,0.037903857749140284,0.026607244416202203,0.03892702992389848,24.859605789312106,62.52643885234113,62.112800613078136,6.97614984548545
deep_efficientnet,10:1,0.0909090909090909,0.8733980421436867,0.6559517414323636,0.24989370693819682,0.40535841650166704,26.666666666666668,563.0,1074.6666666666667,187.33333333333334,0.0,0.03126709602036316,0.03583500451399691,0.025172588781153978,0.037025147531397025,5.2493385826745405,55.16037224916694,67.74625860928083,24.72964932132188
deep_efficientnet,1:1,0.5,0.21741054145235328,0.9843248519998866,0.6440170940170941,0.03885460337488721,167.66666666666666,25.666666666666668,1612.0,46.333333333333336,0.0,0.023110142703587775,0.002027630717588855,0.004230553391714372,0.004341098895068369,20.23747898221405,3.299831645537222,18.708286933869708,5.185449728701349
deep_efficientnet,20:1,0.047619047619047616,0.9440230075770145,0.5169875554186792,0.2039677648513126,0.5360531953470432,12.0,790.3333333333334,847.3333333333334,202.0,0.0,0.003724866123362233,0.046170344407327375,0.017976340413716894,0.04374142898263269,1.632993161855452,69.28363603494134,83.97354080634898,21.228911104120876
deep_efficientnet,5:1,0.16666666666666666,0.7597710303633649,0.7934347520232858,0.3246326276463263,0.27045754818279694,51.333333333333336,338.0,1299.6666666666667,162.66666666666666,0.0,0.03764432314317042,0.02023884019037666,0.021068530388068638,0.024768357171682763,8.730533902472532,30.59411708155671,45.53631029799798,19.601587237318874
