low_threshold,high_threshold,uncertainty_threshold,auto_reassured_rate,manual_review_rate,urgent_referral_rate,false_negatives_auto_reassured,sensitivity_after_auto_reassurance,urgent_referral_precision
0.006,0.5,0.039139002561569214,0.2064516129032258,0.7516129032258064,0.041935483870967745,2,0.99,0.6410256410256411
