seed,gmm_test_auc,deep_test_auc,deep_brier,deep_ece_cal,deep_ece_raw,gmm_ece_cal,gmm_ece_raw
42,0.8049277108433734,0.8581084337349397,0.07464833079930484,0.01554122952123483,0.03737469238819935,0.012407769487286092,0.14304363525904762
1,0.7837801102469228,0.8562158624682222,0.0876158228104873,0.013797260594665843,0.01608296136948801,0.045099894143056485,0.181335844401046
2,0.7995439934215445,0.860958485958486,0.07356949868830788,0.02826890016265108,0.025275560176140154,0.016404279775034725,0.1564693698426502
